,Happiness,spent_on_MATA,spent_on_Bills,spent_on_TSA,spent_on_EXPA
1416,6.0,70.0,450.0,0.0,250.0
1417,7.0,0.0,450.0,0.0,0.0
1418,5.0,0.0,450.0,0.0,0.0
1419,5.0,0.0,150.0,0.0,0.0
1420,8.0,250.0,750.0,0.0,250.0
1421,,0.0,,0.0,0.0
1422,7.0,0.0,850.0,0.0,0.0
1423,4.0,350.0,750.0,90.0,250.0
1424,6.0,50.0,350.0,50.0,0.0
1425,10.0,1000.0,850.0,1000.0,1000.0
1426,6.0,70.0,950.0,0.0,90.0
1427,7.0,250.0,650.0,0.0,250.0
1428,6.0,350.0,1000.0,150.0,0.0
1429,10.0,90.0,150.0,0.0,90.0
1430,10.0,0.0,550.0,0.0,0.0
1431,3.0,70.0,550.0,0.0,90.0
1432,10.0,350.0,650.0,250.0,350.0
1433,5.0,0.0,70.0,0.0,0.0
1434,7.0,350.0,1000.0,0.0,
1435,9.0,90.0,450.0,50.0,350.0
1436,7.0,150.0,650.0,70.0,150.0
1437,3.0,250.0,650.0,0.0,350.0
1438,6.0,350.0,750.0,150.0,250.0
1439,3.0,0.0,90.0,0.0,0.0
1440,1.0,0.0,50.0,0.0,0.0
1441,,0.0,,0.0,0.0
1442,5.0,50.0,850.0,0.0,90.0
1443,4.0,50.0,90.0,30.0,0.0
1444,3.0,50.0,90.0,0.0,0.0
1445,6.0,350.0,1000.0,350.0,250.0
1446,8.0,50.0,90.0,0.0,70.0
1447,7.0,250.0,450.0,0.0,0.0
1448,7.0,0.0,10.0,0.0,50.0
1449,8.0,50.0,250.0,30.0,70.0
1450,7.0,70.0,550.0,250.0,0.0
1451,8.0,650.0,850.0,0.0,0.0
1452,5.0,50.0,450.0,0.0,50.0
1453,6.0,90.0,450.0,70.0,90.0
1454,7.0,250.0,750.0,50.0,350.0
1455,4.0,0.0,450.0,0.0,0.0
1456,10.0,70.0,650.0,150.0,450.0
1457,7.0,250.0,550.0,0.0,0.0
1458,9.0,90.0,650.0,0.0,250.0
1459,10.0,150.0,650.0,150.0,0.0
1460,10.0,650.0,550.0,10.0,30.0
1461,6.0,250.0,550.0,0.0,70.0
1462,3.0,90.0,650.0,30.0,0.0
1463,7.0,90.0,750.0,150.0,250.0
1464,9.0,250.0,750.0,0.0,0.0
1465,5.0,90.0,550.0,150.0,350.0
1466,8.0,350.0,350.0,50.0,150.0
1467,8.0,150.0,750.0,90.0,250.0
1468,7.0,150.0,350.0,150.0,450.0
1469,7.0,0.0,1000.0,0.0,250.0
1470,8.0,1000.0,1000.0,1000.0,1000.0
1471,6.0,150.0,450.0,0.0,0.0
1472,3.0,70.0,150.0,0.0,50.0
1473,7.0,250.0,850.0,0.0,250.0
1474,5.0,0.0,650.0,70.0,950.0
1475,8.0,70.0,550.0,0.0,0.0
1476,9.0,250.0,350.0,150.0,0.0
1477,6.0,150.0,450.0,450.0,250.0
1478,8.0,70.0,250.0,50.0,0.0
1479,5.0,0.0,550.0,0.0,90.0
1480,7.0,150.0,650.0,0.0,0.0
1481,9.0,250.0,30.0,0.0,250.0
1482,9.0,90.0,90.0,70.0,50.0
1483,6.0,70.0,550.0,0.0,0.0
1484,6.0,90.0,750.0,0.0,50.0
1485,6.0,0.0,750.0,0.0,250.0
1486,7.0,250.0,150.0,70.0,0.0
1487,7.0,70.0,90.0,150.0,0.0
1488,9.0,90.0,550.0,0.0,250.0
1489,6.0,70.0,550.0,0.0,250.0
1490,7.0,250.0,750.0,30.0,50.0
1491,5.0,0.0,30.0,0.0,50.0
1492,4.0,0.0,450.0,0.0,0.0
1493,7.0,150.0,1000.0,50.0,250.0
1494,5.0,30.0,450.0,0.0,70.0
1495,10.0,650.0,1000.0,550.0,1000.0
1496,6.0,0.0,,0.0,0.0
1497,6.0,0.0,50.0,0.0,30.0
1498,10.0,0.0,50.0,90.0,250.0
1499,7.0,450.0,550.0,450.0,550.0
1500,3.0,30.0,70.0,70.0,70.0
1501,5.0,350.0,250.0,0.0,250.0
1502,10.0,250.0,550.0,250.0,0.0
1503,5.0,50.0,650.0,30.0,70.0
1504,5.0,150.0,90.0,0.0,0.0
1505,8.0,1000.0,550.0,650.0,1000.0
1506,8.0,350.0,250.0,250.0,350.0
1507,9.0,1000.0,950.0,550.0,850.0
1508,10.0,70.0,250.0,0.0,0.0
1509,,0.0,,0.0,0.0
1510,5.0,150.0,750.0,0.0,0.0
1511,9.0,1000.0,1000.0,850.0,950.0
1512,7.0,0.0,350.0,0.0,250.0
1513,8.0,70.0,750.0,70.0,70.0
1514,10.0,850.0,550.0,150.0,250.0
1515,8.0,350.0,450.0,450.0,90.0
1516,7.0,150.0,450.0,90.0,150.0
1517,6.0,0.0,750.0,0.0,0.0
1518,5.0,550.0,150.0,0.0,450.0
1519,4.0,250.0,1000.0,0.0,150.0
1520,4.0,90.0,550.0,0.0,250.0
1521,8.0,70.0,750.0,0.0,250.0
1522,8.0,0.0,1000.0,0.0,0.0
1523,7.0,50.0,750.0,0.0,250.0
1524,6.0,0.0,450.0,0.0,0.0
1525,6.0,30.0,50.0,0.0,50.0
1526,7.0,90.0,150.0,0.0,250.0
1527,6.0,350.0,250.0,150.0,250.0
1528,6.0,250.0,90.0,0.0,0.0
1529,8.0,650.0,650.0,30.0,0.0
1530,6.0,250.0,30.0,0.0,150.0
1531,6.0,250.0,450.0,0.0,0.0
1532,7.0,90.0,1000.0,250.0,550.0
1533,3.0,50.0,70.0,10.0,50.0
1534,7.0,0.0,10.0,0.0,50.0
1535,7.0,250.0,650.0,30.0,0.0
1536,4.0,50.0,150.0,0.0,70.0
1537,7.0,70.0,350.0,50.0,250.0
1538,9.0,70.0,550.0,0.0,50.0
1539,9.0,1000.0,550.0,150.0,1000.0
1540,5.0,150.0,550.0,150.0,0.0
1541,7.0,350.0,750.0,250.0,450.0
1542,8.0,250.0,750.0,0.0,250.0
1543,10.0,70.0,70.0,0.0,350.0
1544,5.0,0.0,150.0,0.0,0.0
1545,,0.0,,0.0,0.0
1546,6.0,0.0,350.0,0.0,0.0
1547,8.0,70.0,750.0,50.0,70.0
1548,8.0,250.0,450.0,0.0,250.0
1549,8.0,50.0,50.0,0.0,50.0
1550,,0.0,,0.0,0.0
1551,7.0,150.0,850.0,250.0,250.0
1552,7.0,0.0,90.0,50.0,90.0
1553,,0.0,,0.0,0.0
1554,6.0,70.0,30.0,50.0,90.0
1555,6.0,850.0,650.0,750.0,750.0
1556,8.0,70.0,550.0,0.0,70.0
1557,6.0,50.0,350.0,0.0,0.0
1558,6.0,0.0,550.0,0.0,0.0
1559,8.0,750.0,50.0,70.0,90.0
1560,8.0,250.0,1000.0,0.0,350.0
1561,,0.0,,0.0,0.0
1562,8.0,50.0,650.0,0.0,50.0
1563,8.0,250.0,850.0,450.0,350.0
1564,9.0,70.0,550.0,90.0,250.0
1565,7.0,250.0,950.0,150.0,150.0
1566,7.0,350.0,750.0,50.0,250.0
1567,8.0,250.0,850.0,0.0,0.0
1568,7.0,0.0,450.0,50.0,250.0
1569,10.0,650.0,950.0,550.0,650.0
1570,7.0,250.0,450.0,0.0,150.0
1571,7.0,0.0,650.0,0.0,0.0
1572,7.0,70.0,250.0,10.0,250.0
1573,7.0,50.0,1000.0,50.0,0.0
1574,7.0,50.0,350.0,150.0,90.0
1575,5.0,30.0,50.0,0.0,90.0
1576,8.0,0.0,1000.0,0.0,0.0
1577,10.0,450.0,1000.0,750.0,450.0
1578,8.0,650.0,950.0,450.0,950.0
1579,5.0,50.0,550.0,0.0,0.0
1580,5.0,0.0,450.0,90.0,0.0
1581,,0.0,,0.0,0.0
1582,7.0,0.0,,0.0,0.0
1583,5.0,350.0,650.0,30.0,250.0
1584,9.0,350.0,750.0,70.0,350.0
1585,5.0,30.0,250.0,0.0,0.0
1586,6.0,250.0,750.0,0.0,250.0
1587,8.0,90.0,250.0,0.0,0.0
1588,9.0,150.0,950.0,0.0,0.0
1589,,0.0,,0.0,0.0
1590,8.0,150.0,550.0,0.0,150.0
1591,,0.0,,0.0,0.0
1592,9.0,250.0,750.0,70.0,150.0
1593,5.0,450.0,1000.0,0.0,0.0
1594,7.0,0.0,750.0,0.0,0.0
1595,10.0,850.0,750.0,150.0,1000.0
1596,3.0,150.0,90.0,30.0,70.0
1597,5.0,0.0,350.0,70.0,70.0
1598,5.0,0.0,550.0,0.0,0.0
1599,4.0,70.0,70.0,0.0,0.0
1600,5.0,0.0,30.0,0.0,0.0
1601,9.0,250.0,90.0,0.0,350.0
1602,6.0,70.0,90.0,50.0,0.0
1603,7.0,150.0,950.0,150.0,350.0
1604,7.0,50.0,90.0,0.0,0.0
1605,7.0,50.0,650.0,0.0,0.0
1606,9.0,50.0,250.0,30.0,30.0
1607,10.0,250.0,550.0,150.0,250.0
1608,4.0,250.0,550.0,650.0,0.0
1609,6.0,50.0,750.0,0.0,0.0
1610,6.0,50.0,250.0,0.0,0.0
1611,7.0,250.0,250.0,150.0,250.0
1612,10.0,70.0,150.0,30.0,650.0
1613,6.0,650.0,1000.0,0.0,650.0
1614,4.0,250.0,90.0,0.0,250.0
1615,6.0,0.0,350.0,0.0,50.0
1616,9.0,650.0,550.0,0.0,650.0
1617,5.0,0.0,70.0,0.0,0.0
1618,4.0,250.0,550.0,0.0,0.0
1619,7.0,250.0,750.0,0.0,250.0
1620,5.0,0.0,950.0,0.0,0.0
1621,5.0,1000.0,1000.0,0.0,450.0
1622,4.0,350.0,550.0,150.0,350.0
1623,10.0,70.0,550.0,0.0,70.0
1624,8.0,70.0,90.0,30.0,50.0
1625,7.0,150.0,650.0,70.0,250.0
1626,9.0,70.0,750.0,0.0,150.0
1627,8.0,70.0,350.0,70.0,90.0
1628,6.0,250.0,750.0,50.0,250.0
1629,7.0,0.0,750.0,30.0,50.0
1630,9.0,30.0,250.0,0.0,250.0
1631,6.0,650.0,750.0,750.0,650.0
1632,10.0,150.0,450.0,90.0,150.0
1633,9.0,350.0,1000.0,10.0,1000.0
1634,10.0,0.0,70.0,0.0,0.0
1635,7.0,70.0,550.0,50.0,70.0
1636,7.0,90.0,1000.0,0.0,250.0
1637,6.0,90.0,350.0,0.0,150.0
1638,5.0,250.0,650.0,150.0,70.0
1639,7.0,250.0,450.0,150.0,70.0
1640,7.0,150.0,150.0,90.0,150.0
1641,6.0,90.0,250.0,0.0,250.0
1642,,0.0,,0.0,0.0
1643,,0.0,,0.0,0.0
1644,3.0,50.0,550.0,0.0,250.0
1645,7.0,150.0,650.0,30.0,70.0
1646,8.0,250.0,550.0,50.0,0.0
1647,4.0,250.0,50.0,90.0,350.0
1648,5.0,0.0,550.0,0.0,0.0
1649,8.0,0.0,550.0,0.0,0.0
1650,6.0,250.0,650.0,0.0,150.0
1651,7.0,150.0,550.0,0.0,150.0
1652,3.0,350.0,550.0,150.0,70.0
1653,7.0,90.0,750.0,0.0,70.0
1654,6.0,350.0,950.0,0.0,450.0
1655,10.0,70.0,550.0,90.0,150.0
1656,7.0,0.0,,0.0,0.0
1657,8.0,250.0,1000.0,70.0,150.0
1658,6.0,70.0,350.0,30.0,0.0
1659,8.0,350.0,1000.0,0.0,150.0
1660,10.0,350.0,350.0,750.0,0.0
1661,6.0,70.0,550.0,0.0,90.0
1662,8.0,90.0,550.0,50.0,70.0
1663,10.0,350.0,850.0,250.0,250.0
1664,5.0,250.0,550.0,70.0,350.0
1665,8.0,90.0,650.0,0.0,250.0
1666,4.0,70.0,150.0,0.0,0.0
1667,4.0,150.0,750.0,50.0,90.0
1668,6.0,90.0,950.0,0.0,250.0
1669,5.0,70.0,150.0,10.0,0.0
1670,5.0,0.0,750.0,0.0,0.0
1671,7.0,150.0,350.0,0.0,90.0
1672,2.0,30.0,950.0,0.0,0.0
1673,9.0,750.0,650.0,850.0,850.0
1674,7.0,70.0,650.0,0.0,0.0
1675,9.0,350.0,450.0,0.0,0.0
1676,6.0,250.0,550.0,70.0,350.0
1677,8.0,250.0,350.0,70.0,350.0
1678,7.0,50.0,250.0,450.0,90.0
1679,10.0,850.0,750.0,750.0,850.0
1680,,0.0,,0.0,0.0
1681,6.0,70.0,550.0,0.0,0.0
1682,3.0,0.0,750.0,0.0,0.0
1683,7.0,0.0,50.0,10.0,0.0
1684,7.0,350.0,650.0,750.0,250.0
1685,9.0,250.0,250.0,90.0,150.0
1686,7.0,70.0,750.0,30.0,250.0
1687,7.0,70.0,250.0,50.0,90.0
1688,7.0,50.0,70.0,0.0,90.0
1689,9.0,0.0,850.0,0.0,0.0
1690,7.0,350.0,150.0,350.0,450.0
1691,9.0,70.0,150.0,0.0,70.0
1692,9.0,250.0,650.0,250.0,350.0
1693,9.0,250.0,1000.0,70.0,90.0
1694,7.0,0.0,10.0,0.0,0.0
1695,7.0,250.0,750.0,0.0,250.0
1696,5.0,250.0,250.0,70.0,250.0
1697,,0.0,,0.0,0.0
1698,7.0,450.0,1000.0,70.0,1000.0
1699,6.0,350.0,750.0,550.0,550.0
1700,6.0,90.0,250.0,90.0,150.0
1701,0.0,30.0,30.0,0.0,0.0
1702,10.0,70.0,50.0,30.0,90.0
1703,3.0,650.0,850.0,250.0,0.0
1704,5.0,0.0,1000.0,0.0,0.0
1705,1.0,0.0,450.0,0.0,0.0
1706,9.0,150.0,650.0,450.0,750.0
1707,8.0,350.0,1000.0,450.0,350.0
1708,8.0,90.0,150.0,50.0,90.0
1709,10.0,950.0,450.0,1000.0,950.0
1710,2.0,150.0,550.0,0.0,70.0
1711,5.0,350.0,750.0,0.0,350.0
1712,10.0,0.0,10.0,0.0,0.0
1713,8.0,250.0,450.0,0.0,250.0
1714,5.0,90.0,50.0,0.0,70.0
1715,7.0,50.0,70.0,50.0,50.0
1716,4.0,0.0,250.0,0.0,0.0
1717,6.0,90.0,550.0,50.0,50.0
1718,,0.0,,0.0,0.0
1719,4.0,90.0,350.0,30.0,150.0
1720,6.0,250.0,450.0,50.0,250.0
1721,6.0,50.0,150.0,0.0,0.0
1722,8.0,50.0,150.0,0.0,0.0
1723,6.0,350.0,90.0,350.0,350.0
1724,7.0,250.0,550.0,70.0,250.0
1725,7.0,350.0,750.0,0.0,0.0
1726,5.0,150.0,50.0,0.0,350.0
1727,4.0,70.0,70.0,0.0,50.0
1728,7.0,250.0,250.0,150.0,0.0
1729,10.0,250.0,450.0,0.0,0.0
1730,6.0,1000.0,1000.0,1000.0,
1731,8.0,250.0,250.0,0.0,0.0
1732,9.0,70.0,950.0,0.0,0.0
1733,7.0,70.0,1000.0,150.0,250.0
1734,7.0,70.0,350.0,0.0,70.0
1735,7.0,150.0,750.0,0.0,150.0
1736,7.0,70.0,850.0,150.0,90.0
1737,10.0,90.0,750.0,90.0,550.0
1738,8.0,50.0,90.0,0.0,0.0
1739,6.0,90.0,550.0,0.0,70.0
1740,10.0,450.0,1000.0,350.0,450.0
1741,10.0,250.0,450.0,70.0,90.0
1742,7.0,250.0,550.0,0.0,0.0
1743,9.0,350.0,550.0,0.0,0.0
1744,5.0,150.0,550.0,50.0,70.0
1745,7.0,250.0,650.0,0.0,90.0
1746,7.0,90.0,550.0,0.0,250.0
1747,9.0,250.0,450.0,150.0,250.0
1748,7.0,350.0,850.0,0.0,350.0
1749,4.0,70.0,1000.0,150.0,70.0
1750,2.0,70.0,90.0,0.0,0.0
1751,5.0,70.0,90.0,0.0,50.0
1752,6.0,90.0,950.0,150.0,50.0
1753,6.0,70.0,550.0,0.0,0.0
1754,9.0,50.0,50.0,10.0,0.0
1755,8.0,350.0,450.0,450.0,250.0
1756,7.0,250.0,550.0,0.0,0.0
1757,7.0,350.0,550.0,0.0,0.0
1758,7.0,50.0,550.0,30.0,70.0
1759,8.0,350.0,650.0,150.0,90.0
1760,5.0,0.0,550.0,0.0,0.0
1761,6.0,50.0,90.0,0.0,150.0
1762,4.0,350.0,550.0,0.0,0.0
1763,9.0,150.0,90.0,0.0,450.0
1764,5.0,250.0,1000.0,0.0,0.0
1765,7.0,550.0,950.0,0.0,650.0
1766,10.0,350.0,90.0,0.0,350.0
1767,3.0,0.0,350.0,10.0,50.0
1768,4.0,0.0,70.0,0.0,0.0
1769,5.0,250.0,450.0,150.0,0.0
1770,6.0,50.0,550.0,50.0,0.0
1771,7.0,90.0,250.0,0.0,0.0
1772,7.0,350.0,750.0,350.0,550.0
1773,8.0,70.0,50.0,70.0,750.0
1774,5.0,450.0,550.0,150.0,0.0
1775,9.0,90.0,90.0,90.0,0.0
1776,6.0,70.0,550.0,150.0,0.0
1777,8.0,350.0,550.0,250.0,150.0
1778,7.0,50.0,350.0,0.0,50.0
1779,7.0,250.0,450.0,0.0,90.0
1780,7.0,350.0,90.0,150.0,150.0
1781,5.0,70.0,90.0,70.0,90.0
1782,5.0,250.0,150.0,30.0,70.0
1783,10.0,550.0,90.0,950.0,650.0
1784,,0.0,,0.0,0.0
1785,8.0,250.0,650.0,250.0,250.0
1786,7.0,70.0,550.0,30.0,250.0
1787,10.0,,850.0,1000.0,
1788,10.0,50.0,90.0,50.0,50.0
1789,5.0,0.0,650.0,0.0,0.0
1790,8.0,50.0,90.0,50.0,0.0
1791,7.0,0.0,550.0,0.0,150.0
1792,8.0,250.0,90.0,0.0,350.0
1793,2.0,70.0,650.0,10.0,90.0
1794,5.0,250.0,350.0,70.0,550.0
1795,9.0,150.0,750.0,0.0,350.0
1796,10.0,0.0,550.0,150.0,350.0
1797,6.0,250.0,750.0,0.0,150.0
1798,,0.0,,0.0,0.0
1799,8.0,250.0,550.0,70.0,90.0
1800,,0.0,,0.0,0.0
1801,8.0,350.0,550.0,0.0,350.0
1802,3.0,0.0,10.0,30.0,70.0
1803,8.0,30.0,90.0,10.0,0.0
1804,8.0,90.0,1000.0,0.0,0.0
1805,8.0,50.0,950.0,0.0,0.0
1806,6.0,350.0,650.0,0.0,70.0
1807,4.0,250.0,90.0,0.0,50.0
1808,6.0,50.0,90.0,0.0,50.0
1809,8.0,50.0,550.0,0.0,0.0
1810,7.0,250.0,90.0,90.0,150.0
1811,7.0,750.0,350.0,150.0,250.0
1812,4.0,250.0,850.0,0.0,0.0
1813,5.0,70.0,450.0,90.0,70.0
1814,9.0,650.0,750.0,550.0,550.0
1815,2.0,90.0,650.0,0.0,250.0
1816,10.0,70.0,550.0,0.0,0.0
1817,6.0,70.0,150.0,50.0,150.0
1818,9.0,250.0,750.0,0.0,350.0
1819,6.0,0.0,750.0,0.0,0.0
1820,6.0,250.0,650.0,0.0,90.0
1821,8.0,250.0,250.0,150.0,350.0
1822,9.0,90.0,550.0,250.0,350.0
1823,6.0,450.0,90.0,0.0,350.0
1824,9.0,950.0,750.0,950.0,250.0
1825,7.0,150.0,650.0,0.0,0.0
1826,8.0,250.0,950.0,70.0,350.0
1827,7.0,50.0,90.0,50.0,50.0
1828,8.0,550.0,550.0,350.0,450.0
1829,10.0,750.0,650.0,650.0,750.0
1830,8.0,90.0,550.0,0.0,250.0
1831,9.0,0.0,550.0,0.0,0.0
1832,5.0,150.0,350.0,0.0,0.0
1833,8.0,950.0,750.0,90.0,350.0
1834,4.0,50.0,550.0,0.0,0.0
1835,8.0,70.0,450.0,50.0,250.0
1836,5.0,30.0,10.0,0.0,50.0
1837,8.0,250.0,250.0,30.0,250.0
1838,8.0,850.0,1000.0,650.0,250.0
1839,7.0,90.0,90.0,30.0,250.0
1840,4.0,90.0,550.0,90.0,250.0
1841,3.0,0.0,550.0,0.0,0.0
1842,5.0,70.0,350.0,0.0,0.0
1843,9.0,50.0,650.0,0.0,50.0
1844,9.0,250.0,150.0,90.0,70.0
1845,7.0,350.0,550.0,0.0,0.0
1846,9.0,0.0,1000.0,0.0,0.0
1847,7.0,150.0,250.0,30.0,350.0
1848,8.0,350.0,1000.0,0.0,0.0
1849,8.0,1000.0,1000.0,250.0,450.0
1850,7.0,150.0,950.0,30.0,90.0
1851,6.0,50.0,750.0,350.0,350.0
1852,6.0,250.0,650.0,0.0,250.0
1853,,0.0,,0.0,0.0
1854,2.0,250.0,850.0,50.0,350.0
1855,8.0,50.0,550.0,0.0,450.0
1856,7.0,70.0,150.0,0.0,0.0
1857,8.0,250.0,90.0,50.0,250.0
1858,7.0,350.0,950.0,250.0,250.0
1859,10.0,50.0,70.0,10.0,50.0
1860,10.0,90.0,650.0,50.0,90.0
1861,7.0,70.0,550.0,0.0,70.0
1862,10.0,250.0,350.0,150.0,250.0
1863,8.0,50.0,550.0,0.0,70.0
1864,8.0,70.0,450.0,0.0,50.0
1865,3.0,50.0,90.0,0.0,0.0
1866,7.0,50.0,150.0,50.0,70.0
1867,7.0,70.0,550.0,0.0,70.0
1868,8.0,90.0,850.0,150.0,90.0
1869,8.0,250.0,850.0,90.0,250.0
1870,6.0,70.0,750.0,30.0,250.0
1871,3.0,0.0,650.0,0.0,0.0
1872,4.0,50.0,50.0,0.0,0.0
1873,6.0,0.0,750.0,50.0,0.0
1874,8.0,50.0,550.0,50.0,90.0
1875,6.0,0.0,550.0,0.0,0.0
1876,8.0,250.0,250.0,750.0,1000.0
1877,4.0,0.0,350.0,0.0,0.0
